"","baseMean","log2FoldChange","lfcSE","pvalue","padj","status"
"PALMD",694.155462944393,-0.838104004179134,0.115280642716657,3.59170647428149e-13,6.58696029751716e-13,"OK"
"MIR548AA1",0,NaN,NaN,NaN,NaN,"Low"
"MIR548D1",0,NaN,NaN,NaN,NaN,"Low"
"FRRS1",240.807861103643,-4.97838928169567,0.363262639062078,9.52183180423869e-43,2.91703692438847e-42,"OK"
"AGL",2187.12730454842,0.195506721203883,0.156195812186171,0.210687547832354,0.230792661649329,"OK"
"SLC35A3",877.961216096585,-0.606725680272188,0.111597107245311,5.42608939087791e-08,8.51204883054099e-08,"OK"
"HIAT1",3119.10322268143,0.048043801722967,0.0805939283744745,0.551093828014662,0.574802360609827,"OK"
"SASS6",715.625976071948,-1.8587808406963,0.127820063474362,6.54853244880227e-48,2.12695471026526e-47,"OK"
"TRMT13",900.033211855651,-0.721737732405014,0.19009901658035,0.000146669916890714,0.000197657454253132,"OK"
"LRRC39",127.183629670421,0.940410126227841,0.24680599723407,0.000138786351482378,0.000187203874725072,"OK"
"DBT",2004.70018350173,0.230584249448551,0.0914407967433721,0.0116796552633026,0.0141545234879699,"OK"
"RTCA",2144.64494477632,0.197612830924263,0.0810410105469945,0.0147512155531054,0.0177617085569551,"OK"
"MIR553",0,NaN,NaN,NaN,NaN,"Low"
"CDC14A",360.79986334174,-1.24781611314975,0.163526032555067,2.33504407321206e-14,4.42026956451141e-14,"OK"
"GPR88",248.722584269593,7.98431647064442,0.671077114155453,1.21562108656317e-32,3.24074319111261e-32,"OK"
"LOC100128787",0,NaN,NaN,NaN,NaN,"Low"
